Tempo ( s )	Pressione ( kPa )
92.2000	1.89459
92.3000	1.89459
92.4000	1.89459
92.5000	1.89459
92.6000	1.88971
92.7000	1.89459
92.8000	1.89459
92.9000	1.89459
93.0000	1.89459
93.1000	1.89459
93.2000	1.89459
93.3000	1.88971
93.4000	1.88971
93.5000	1.88482
93.6000	1.89459
93.7000	1.88482
93.8000	1.89459
93.9000	1.88971
94.0000	1.89459
94.1000	1.88482
94.2000	1.89459
94.3000	1.88971
94.4000	1.89459
94.5000	1.89459
94.6000	1.89459
94.7000	1.88482
94.8000	1.88971
94.9000	1.88971
95.0000	1.88971
95.1000	1.88482
95.2000	1.89459
95.3000	1.88971
95.4000	1.88971
95.5000	1.88971
95.6000	1.88971
95.7000	1.88971
95.8000	1.89459
95.9000	1.88971
96.0000	1.89459
96.1000	1.88971
96.2000	1.88971
96.3000	1.88482
96.4000	1.88971
96.5000	1.88482
96.6000	1.88971
96.7000	1.88971
96.8000	1.88971
96.9000	1.88482
97.0000	1.88971
97.1000	1.88482
97.2000	1.88971
97.3000	1.88971
97.4000	1.89459
97.5000	1.88971
97.6000	1.88971
97.7000	1.88482
97.8000	1.89459
97.9000	1.88971
98.0000	1.89459
98.1000	1.88971
98.2000	1.89459
98.3000	1.88482
98.4000	1.88971
98.5000	1.88482
98.6000	1.88971
98.7000	1.88482
98.8000	1.88971
98.9000	1.88482
99.0000	1.87994
99.1000	1.88482
99.2000	1.89459
99.3000	1.88971
99.4000	1.88971
99.5000	1.88482
99.6000	1.88971
99.7000	1.88971
99.8000	1.89459
99.9000	1.88482
100.0000	1.89459
100.1000	1.88482
100.2000	1.89459
100.3000	1.88482
100.4000	1.89459
100.5000	1.88971
100.6000	1.89459
100.7000	1.88971
100.8000	1.88971
100.9000	1.88482
101.0000	1.88971
101.1000	1.88482
101.2000	1.88971
101.3000	1.88482
101.4000	1.89459
101.5000	1.88971
101.6000	1.88971
101.7000	1.88971
101.8000	1.89459
101.9000	1.88971
102.0000	1.88971
102.1000	1.88482
102.2000	1.88971
102.3000	1.88971
102.4000	1.88482
102.5000	1.88482
102.6000	1.88971
102.7000	1.88482
102.8000	1.89459
102.9000	1.88482
103.0000	1.88971
103.1000	1.88482
103.2000	1.88971
103.3000	1.88482
103.4000	1.88971
103.5000	1.88482
103.6000	1.88971
103.7000	1.88482
103.8000	1.88971
103.9000	1.88482
104.0000	1.89459
104.1000	1.88482
104.2000	1.88971
104.3000	1.88482
104.4000	1.88971
104.5000	1.88482
104.6000	1.88971
104.7000	1.88482
104.8000	1.88971
104.9000	1.88482
105.0000	1.88971
105.1000	1.88482
105.2000	1.88482
105.3000	1.88482
105.4000	1.88971
105.5000	1.88482
105.6000	1.88971
105.7000	1.88482
105.8000	1.88971
105.9000	1.88971
106.0000	1.88971
106.1000	1.88971
106.2000	1.88971
106.3000	1.88482
106.4000	1.88971
106.5000	1.88482
106.6000	1.89459
106.7000	1.88482
106.8000	1.88971
106.9000	1.88482
107.0000	1.89459
107.1000	1.88971
107.2000	1.89459
107.3000	1.88482
107.4000	1.88971
107.5000	1.88482
107.6000	1.88971
107.7000	1.88482
107.8000	1.88971
107.9000	1.88482
108.0000	1.88482
108.1000	1.88482
108.2000	1.88971
108.3000	1.88482
108.4000	1.88971
108.5000	1.88482
108.6000	1.88971
108.7000	1.88482
108.8000	1.88971
108.9000	1.88971
109.0000	1.88971
109.1000	1.88482
109.2000	1.88971
109.3000	1.88482
109.4000	1.88971
109.5000	1.88482
109.6000	1.88971
109.7000	1.88482
109.8000	1.88971
109.9000	1.88482
110.0000	1.88482
110.1000	1.88482
110.2000	1.88971
110.3000	1.88482
110.4000	1.88482
110.5000	1.88482
110.6000	1.88482
110.7000	1.88482
110.8000	1.87994
110.9000	1.88482
111.0000	1.87994
111.1000	1.88482
111.2000	1.88482
111.3000	1.88482
111.4000	1.88482
111.5000	1.89459
111.6000	1.94342
111.7000	2.16803
111.8000	2.38777
111.9000	2.68075
112.0000	3.01279
112.1000	3.23252
112.2000	3.22764
112.3000	3.21787
112.4000	3.20811
112.5000	3.19346
112.6000	3.18857
112.7000	3.17392
112.8000	3.16904
112.9000	3.16416
113.0000	3.15928
113.1000	3.14951
113.2000	3.14463
113.3000	3.12510
113.4000	3.12510
113.5000	3.11533
113.6000	3.11533
113.7000	3.10556
113.8000	3.10556
113.9000	3.09580
114.0000	3.09580
114.1000	3.08603
114.2000	3.08603
114.3000	3.07627
114.4000	3.07627
114.5000	3.07627
114.6000	3.07138
114.7000	3.06162
114.8000	3.06650
114.9000	3.05673
115.0000	3.05673
115.1000	3.05673
115.2000	3.05185
115.3000	3.04697
115.4000	3.04697
115.5000	3.03720
115.6000	3.03232
115.7000	3.03720
115.8000	3.03232
115.9000	3.03232
116.0000	3.03232
116.1000	3.02744
116.2000	3.02744
116.3000	3.02255
116.4000	3.01767
116.5000	3.01767
116.6000	3.01279
116.7000	3.01279
116.8000	3.01279
116.9000	3.00790
117.0000	3.00790
117.1000	3.00790
117.2000	3.00790
117.3000	2.99814
117.4000	2.99326
