Pressione, Can A in funzione di Temperatura, Can B, Raccolta #3
Temperatura, Can B ( °C )	Pressione, Can A ( kPa )
39,18980	9,32157
39,24766	9,33622
39,18980	9,32646
39,24766	9,32646
39,18980	9,33134
39,24766	9,33622
39,18980	9,32646
39,24766	9,33622
39,18980	9,33622
39,24766	9,33622
39,18980	9,33622
39,24766	9,34599
39,18980	9,35575
39,24766	9,34111
39,18980	9,34599
39,24766	9,34599
39,18980	9,35575
39,24766	9,34599
39,24766	9,35575
39,24766	9,35575
39,18980	9,35575
39,24766	9,36064
39,24766	9,36064
39,24766	9,36064
39,24766	9,37529
39,24766	9,36552
39,24766	9,37529
39,24766	9,37040
39,24766	9,37529
39,24766	9,37529
39,30560	9,37529
39,24766	9,37529
39,24766	9,37529
39,24766	9,37529
39,24766	9,38017
39,24766	9,38017
39,18980	9,38505
39,24766	9,38505
39,24766	9,39482
39,24766	9,38993
39,24766	9,39482
39,24766	9,39482
39,30560	9,39482
39,24766	9,38993
39,24766	9,39970
39,24766	9,39482
39,30560	9,39970
39,36361	9,41435
39,30560	9,40458
39,24766	9,40458
39,30560	9,40947
39,24766	9,41435
39,30560	9,40947
39,42170	9,41435
39,30560	9,41435
39,24766	9,41435
39,30560	9,41923
39,24766	9,41923
39,30560	9,42412
39,24766	9,42412
39,30560	9,41923
39,42170	9,42900
39,30560	9,43388
39,36361	9,42900
39,30560	9,43388
39,36361	9,43388
39,30560	9,43388
39,47986	9,43388
39,36361	9,43876
39,47986	9,43876
39,30560	9,44365
39,42170	9,44365
39,36361	9,45341
39,42170	9,44365
39,36361	9,45341
39,47986	9,44853
39,42170	9,45341
39,47986	9,45341
39,36361	9,45341
39,47986	9,45341
39,36361	9,45830
39,47986	9,45830
39,42170	9,45830
39,47986	9,46318
39,42170	9,46318
39,47986	9,46318
39,42170	9,47295
39,47986	9,46806
39,36361	9,47295
39,47986	9,47295
39,42170	9,47295
39,42170	9,47295
39,42170	9,47783
39,47986	9,47783
39,42170	9,48271
39,47986	9,48271
39,42170	9,48271
39,47986	9,48271
39,42170	9,48759
39,47986	9,49248
39,42170	9,49248
39,47986	9,49248
39,42170	9,49736
39,47986	9,50224
39,42170	9,50224
39,47986	9,49736
39,42170	9,50224
39,47986	9,50224
39,42170	9,51201
39,53809	9,50224
39,47986	9,51201
39,47986	9,50713
39,42170	9,51201
39,59641	9,51201
39,42170	9,51201
39,59641	9,51689
39,47986	9,51689
39,59641	9,51689
39,42170	9,52177
39,59641	9,52177
39,42170	9,53154
39,59641	9,53154
39,47986	9,53154
39,53809	9,53154
39,47986	9,53642
39,59641	9,53154
39,53809	9,53642
39,59641	9,53154
39,47986	9,53642
39,59641	9,54131
39,47986	9,54131
39,59641	9,54131
39,47986	9,54131
39,65479	9,54619
39,53809	9,55107
39,59641	9,54619
39,53809	9,55107
39,59641	9,55596
39,47986	9,55107
39,65479	9,55107
39,53809	9,55596
39,65479	9,56084
39,53809	9,56084
39,59641	9,57060
39,53809	9,56572
39,65479	9,57060
39,53809	9,56572
39,59641	9,57060
39,53809	9,57060
39,59641	9,57060
39,53809	9,57549
39,59641	9,57549
39,53809	9,59014
39,59641	9,57549
39,53809	9,59014
39,65479	9,58037
39,53809	9,58525
39,71326	9,58525
39,53809	9,59014
39,65479	9,59014
39,59641	9,59502
39,65479	9,59502
39,59641	9,59990
39,65479	9,59014
39,59641	9,59502
39,71326	9,59990
39,59641	9,60479
39,71326	9,59990
39,59641	9,60967
39,71326	9,60479
39,53809	9,60967
39,71326	9,60967
39,59641	9,61455
39,71326	9,61455
39,59641	9,61455
39,71326	9,61943
39,65479	9,61943
39,71326	9,61943
39,65479	9,62920
39,71326	9,62432
39,65479	9,62920
39,71326	9,62920
39,65479	9,62920
39,71326	9,62920
39,65479	9,63408
39,71326	9,62920
39,65479	9,63897
39,71326	9,63897
39,65479	9,63408
39,71326	9,64873
39,65479	9,63897
39,71326	9,64873
39,65479	9,64385
39,71326	9,64873
39,65479	9,65361
39,71326	9,65361
39,65479	9,65361
39,71326	9,64873
39,65479	9,65361
39,71326	9,65850
39,65479	9,66338
39,71326	9,65850
39,71326	9,65850
39,71326	9,66338
39,65479	9,66826
39,71326	9,66338
39,71326	9,66826
39,71326	9,66826
39,65479	9,67315
39,71326	9,68780
39,71326	9,67315
39,71326	9,68780
39,71326	9,67803
39,71326	9,68780
39,71326	9,68291
39,83042	9,68780
39,65479	9,68780
39,71326	9,69268
39,71326	9,68780
39,71326	9,69268
39,71326	9,69268
39,83042	9,69756
39,71326	9,69756
39,83042	9,69756
39,71326	9,70733
39,83042	9,70244
39,71326	9,70733
39,71326	9,70244
39,71326	9,70733
39,71326	9,70733
39,65479	9,70733
39,71326	9,70733
39,71326	9,71221
39,83042	9,71221
39,71326	9,72198
39,88911	9,71709
39,71326	9,71709
39,83042	9,72686
39,71326	9,72686
39,88911	9,72686
39,71326	9,73174
39,83042	9,72686
39,71326	9,73174
39,88911	9,73663
39,77180	9,73663
39,88911	9,73663
39,77180	9,73174
39,88911	9,74151
39,77180	9,74639
39,88911	9,73663
39,83042	9,74639
39,94788	9,74639
39,77180	9,75127
39,88911	9,75127
39,77180	9,75127
39,88911	9,75127
39,83042	9,75127
39,88911	9,75127
39,83042	9,76104
39,94788	9,76104
39,83042	9,76592
39,94788	9,76592
39,83042	9,76592
39,88911	9,76592
39,88911	9,77081
39,94788	9,76592
39,83042	9,77569
39,94788	9,77569
39,88911	9,78545
39,94788	9,77569
39,83042	9,78545
39,94788	9,77569
39,88911	9,78545
39,94788	9,78057
39,88911	9,78545
39,94788	9,78545
39,88911	9,78545
39,94788	9,79034
39,88911	9,79034
39,94788	9,79034
39,88911	9,79522
39,94788	9,80499
39,88911	9,79522
39,94788	9,80499
39,88911	9,80010
39,94788	9,80499
39,88911	9,80499
40,00673	9,80499
39,88911	9,80987
39,94788	9,81475
39,88911	9,81475
39,94788	9,81475
39,88911	9,82452
39,94788	9,81475
39,88911	9,82452
40,00673	9,81964
39,88911	9,82452
40,00673	9,82452
39,88911	9,82452
40,00673	9,82452
39,88911	9,82452
39,94788	9,83428
39,88911	9,82940
40,00673	9,83428
39,94788	9,83428
40,00673	9,83917
39,94788	9,83917
40,00673	9,84405
39,94788	9,84405
40,06566	9,84405
39,94788	9,84405
40,06566	9,84405
39,94788	9,84893
40,06566	9,84893
39,94788	9,84893
40,06566	9,84893
39,94788	9,84893
40,06566	9,85382
40,00673	9,85870
40,06566	9,86358
39,94788	9,86358
40,06566	9,86358
40,00673	9,86847
40,06566	9,86847
39,94788	9,86847
40,06566	9,87335
40,00673	9,86847
40,06566	9,88311
40,00673	9,87823
40,12467	9,88311
40,00673	9,87823
40,06566	9,88311
40,00673	9,88800
40,06566	9,88311
40,00673	9,88800
40,06566	9,88800
40,00673	9,89288
40,12467	9,89288
39,94788	9,89288
40,06566	9,89288
39,94788	9,90265
40,06566	9,89776
40,00673	9,90265
40,12467	9,89776
40,00673	9,90265
40,12467	9,90265
40,06566	9,90265
40,06566	9,90753
40,12467	9,91241
40,12467	9,91241
40,06566	9,91241
40,12467	9,91241
40,00673	9,92218
40,12467	9,91729
40,12467	9,92218
40,12467	9,92218
40,06566	9,92218
40,18375	9,92218
40,06566	9,92218
40,18375	9,92706
40,06566	9,93194
40,18375	9,92706
40,12467	9,92706
40,18375	9,93194
40,06566	9,94171
40,18375	9,93683
40,12467	9,94171
40,18375	9,94171
40,12467	9,94171
40,18375	9,94659
40,06566	9,94659
40,18375	9,95148
40,12467	9,95148
40,18375	9,95148
40,12467	9,95148
40,18375	9,96124
40,12467	9,95148
40,18375	9,96124
40,12467	9,96124
40,18375	9,96124
40,12467	9,96124
40,18375	9,96124
40,12467	9,96612
40,18375	9,97101
40,12467	9,97101
40,18375	9,97101
40,12467	9,98077
40,18375	9,97589
40,12467	9,98077
40,18375	9,98077
40,12467	9,98566
40,18375	9,98077
40,12467	9,98566
40,18375	9,98566
40,12467	9,98566
40,18375	9,99054
40,18375	9,99054
40,18375	9,99054
40,18375	9,99542
40,18375	9,99542
40,12467	9,99542
40,18375	9,99542
40,18375	9,99542
40,18375	9,99542
40,18375	9,99542
40,18375	9,99542
40,18375	9,99542
40,18375	9,99542
40,18375	9,99542
40,18375	9,99542
40,24292	9,99542
40,18375	9,99542
40,18375	9,99542
40,18375	9,99542
40,18375	9,99542
40,30216	9,99542
40,24292	9,99542
40,18375	9,99542
40,24292	9,99542
40,18375	9,99542
40,24292	9,99542
40,30216	9,99542
40,24292	9,99542
40,18375	9,99542
40,24292	9,99542
40,30216	9,99542
40,24292	9,99542
40,18375	9,99542
40,24292	9,99542
40,30216	9,99542
40,24292	9,99542
40,36149	9,99542
40,24292	9,99542
40,36149	9,99542
40,24292	9,99542
40,30216	9,99542
40,24292	9,99542
40,36149	9,99542
40,24292	9,99542
40,42089	9,99542
40,24292	9,99542
40,18375	9,99542
40,24292	9,99542
40,36149	9,99542
40,30216	9,99542
40,36149	9,99542
40,30216	9,99542
40,36149	9,99542
40,30216	9,99542
40,42089	9,99542
40,30216	9,99542
40,36149	9,99542
40,30216	9,99542
40,36149	9,99542
40,24292	9,99542
40,36149	9,99542
40,30216	9,99542
40,42089	9,99542
40,30216	9,99542
40,42089	9,99542
