Temperatura, Can B, Raccolta #2
Tempo ( s )	Temperatura ( °C )
696,4000	26,57458
696,5000	26,52842
696,6000	26,57458
696,7000	26,57458
696,8000	26,57458
696,9000	26,57458
697,0000	26,57458
697,1000	26,57458
697,2000	26,48229
697,3000	26,57458
697,4000	26,57458
697,5000	26,57458
697,6000	26,57458
697,7000	26,57458
697,8000	26,48229
697,9000	26,57458
698,0000	26,48229
698,1000	26,57458
698,2000	26,57458
698,3000	26,57458
698,4000	26,48229
698,5000	26,52842
698,6000	26,57458
698,7000	26,52842
698,8000	26,57458
698,9000	26,57458
699,0000	26,57458
699,1000	26,52842
699,2000	26,57458
699,3000	26,57458
699,4000	26,57458
699,5000	26,57458
699,6000	26,48229
699,7000	26,57458
699,8000	26,52842
699,9000	26,57458
700,0000	26,48229
700,1000	26,57458
700,2000	26,52842
700,3000	26,57458
700,4000	26,48229
700,5000	26,57458
700,6000	26,57458
700,7000	26,52842
700,8000	26,57458
700,9000	26,57458
701,0000	26,48229
701,1000	26,57458
701,2000	26,57458
701,3000	26,57458
701,4000	26,48229
701,5000	26,57458
701,6000	26,57458
701,7000	26,52842
701,8000	26,57458
701,9000	26,52842
702,0000	26,48229
702,1000	26,57458
702,2000	26,48229
702,3000	26,52842
702,4000	26,57458
702,5000	26,52842
702,6000	26,48229
702,7000	26,57458
702,8000	26,52842
702,9000	26,57458
703,0000	26,48229
703,1000	26,52842
703,2000	26,48229
703,3000	26,57458
703,4000	26,48229
703,5000	26,52842
703,6000	26,48229
703,7000	26,57458
703,8000	26,57458
703,9000	26,57458
704,0000	26,57458
704,1000	26,52842
704,2000	26,52842
704,3000	26,57458
704,4000	26,48229
704,5000	26,57458
704,6000	26,48229
704,7000	26,57458
704,8000	26,48229
704,9000	26,57458
705,0000	26,48229
705,1000	26,57458
705,2000	26,48229
705,3000	26,52842
705,4000	26,48229
705,5000	26,57458
705,6000	26,48229
705,7000	26,57458
705,8000	26,48229
705,9000	26,57458
706,0000	26,48229
706,1000	26,52842
706,2000	26,48229
706,3000	26,57458
706,4000	26,48229
706,5000	26,52842
706,6000	26,48229
706,7000	26,52842
706,8000	26,48229
706,9000	26,57458
707,0000	26,48229
707,1000	26,52842
707,2000	26,48229
707,3000	26,57458
707,4000	26,48229
707,5000	26,52842
707,6000	26,48229
707,7000	26,52842
707,8000	26,48229
707,9000	26,52842
708,0000	26,48229
708,1000	26,57458
708,2000	26,48229
708,3000	26,52842
708,4000	26,48229
708,5000	26,57458
708,6000	26,48229
708,7000	26,57458
708,8000	26,48229
708,9000	26,57458
709,0000	26,48229
709,1000	26,52842
709,2000	26,48229
709,3000	26,52842
709,4000	26,48229
709,5000	26,52842
709,6000	26,48229
709,7000	26,52842
709,8000	26,48229
709,9000	26,52842
710,0000	26,48229
710,1000	26,52842
710,2000	26,48229
710,3000	26,52842
710,4000	26,48229
710,5000	26,52842
710,6000	26,48229
710,7000	26,57458
710,8000	26,48229
710,9000	26,52842
711,0000	26,48229
711,1000	26,52842
711,2000	26,48229
711,3000	26,57458
711,4000	26,48229
711,5000	26,57458
711,6000	26,48229
711,7000	26,52842
711,8000	26,48229
711,9000	26,52842
712,0000	26,48229
712,1000	26,52842
712,2000	26,52842
712,3000	26,52842
712,4000	26,48229
712,5000	26,52842
712,6000	26,48229
712,7000	26,52842
712,8000	26,48229
712,9000	26,52842
713,0000	26,48229
713,1000	26,52842
713,2000	26,48229
713,3000	26,52842
713,4000	26,48229
713,5000	26,52842
713,6000	26,48229
713,7000	26,52842
713,8000	26,48229
713,9000	26,52842
714,0000	26,48229
714,1000	26,52842
714,2000	26,48229
714,3000	26,52842
714,4000	26,48229
714,5000	26,48229
714,6000	26,48229
714,7000	26,48229
714,8000	26,39010
714,9000	26,52842
715,0000	26,48229
715,1000	26,52842
715,2000	26,48229
715,3000	26,48229
715,4000	26,39010
715,5000	26,48229
715,6000	26,48229
715,7000	26,52842
715,8000	26,48229
715,9000	26,52842
716,0000	26,48229
716,1000	26,52842
716,2000	26,48229
716,3000	26,52842
716,4000	26,48229
716,5000	26,52842
716,6000	26,48229
716,7000	26,52842
716,8000	26,48229
716,9000	26,52842
717,0000	26,48229
717,1000	26,48229
717,2000	26,39010
717,3000	26,52842
717,4000	26,48229
717,5000	26,48229
717,6000	26,48229
717,7000	26,48229
717,8000	26,48229
717,9000	26,52842
718,0000	26,48229
718,1000	26,48229
718,2000	26,48229
718,3000	26,48229
718,4000	26,48229
718,5000	26,48229
718,6000	26,39010
718,7000	26,48229
718,8000	26,48229
718,9000	26,48229
719,0000	26,39010
719,1000	26,48229
719,2000	26,48229
719,3000	26,48229
719,4000	26,39010
719,5000	26,43618
719,6000	26,39010
719,7000	26,52842
719,8000	26,39010
719,9000	26,48229
720,0000	26,48229
720,1000	26,48229
720,2000	26,48229
720,3000	26,48229
720,4000	26,39010
720,5000	26,48229
720,6000	26,39010
720,7000	26,48229
720,8000	26,48229
720,9000	26,52842
721,0000	26,48229
721,1000	26,48229
721,2000	26,39010
721,3000	26,48229
721,4000	26,39010
721,5000	26,52842
721,6000	26,39010
721,7000	26,43618
721,8000	26,48229
721,9000	26,48229
722,0000	26,39010
722,1000	26,52842
722,2000	26,39010
722,3000	26,52842
722,4000	26,39010
722,5000	26,52842
722,6000	26,48229
722,7000	26,43618
722,8000	26,48229
722,9000	26,48229
723,0000	26,39010
723,1000	26,48229
723,2000	26,39010
723,3000	26,52842
723,4000	26,39010
723,5000	26,48229
723,6000	26,48229
723,7000	26,48229
723,8000	26,39010
723,9000	26,52842
724,0000	26,48229
724,1000	26,52842
724,2000	26,39010
724,3000	26,52842
724,4000	26,39010
724,5000	26,48229
724,6000	26,39010
724,7000	26,48229
724,8000	26,48229
724,9000	26,48229
725,0000	26,48229
725,1000	26,48229
725,2000	26,48229
725,3000	26,48229
725,4000	26,39010
725,5000	26,48229
725,6000	26,48229
725,7000	26,48229
725,8000	26,48229
725,9000	26,48229
726,0000	26,39010
726,1000	26,48229
726,2000	26,39010
726,3000	26,52842
726,4000	26,39010
726,5000	26,48229
726,6000	26,48229
726,7000	26,52842
726,8000	26,48229
726,9000	26,48229
727,0000	26,39010
727,1000	26,48229
727,2000	26,48229
727,3000	26,48229
727,4000	26,48229
727,5000	26,48229
727,6000	26,39010
727,7000	26,48229
727,8000	26,39010
727,9000	26,48229
728,0000	26,48229
728,1000	26,48229
728,2000	26,39010
728,3000	26,52842
728,4000	26,39010
728,5000	26,48229
728,6000	26,48229
728,7000	26,48229
728,8000	26,39010
728,9000	26,48229
729,0000	26,39010
729,1000	26,48229
729,2000	26,39010
729,3000	26,48229
729,4000	26,39010
729,5000	26,48229
729,6000	26,39010
729,7000	26,48229
729,8000	26,39010
729,9000	26,48229
730,0000	26,39010
730,1000	26,48229
730,2000	26,39010
730,3000	26,48229
730,4000	26,39010
730,5000	26,48229
730,6000	26,48229
730,7000	26,48229
730,8000	26,39010
730,9000	26,48229
731,0000	26,39010
731,1000	26,48229
731,2000	26,39010
731,3000	26,48229
731,4000	26,39010
731,5000	26,48229
731,6000	26,39010
731,7000	26,48229
731,8000	26,39010
731,9000	26,48229
732,0000	26,39010
732,1000	26,48229
732,2000	26,48229
732,3000	26,43618
732,4000	26,48229
732,5000	26,48229
732,6000	26,39010
732,7000	26,48229
732,8000	26,39010
732,9000	26,48229
733,0000	26,39010
733,1000	26,48229
733,2000	26,39010
733,3000	26,43618
733,4000	26,39010
733,5000	26,48229
733,6000	26,39010
733,7000	26,43618
733,8000	26,39010
733,9000	26,39010
734,0000	26,39010
734,1000	26,48229
734,2000	26,39010
734,3000	26,48229
734,4000	26,39010
734,5000	26,48229
734,6000	26,39010
734,7000	26,48229
734,8000	26,39010
734,9000	26,39010
735,0000	26,39010
735,1000	26,48229
735,2000	26,39010
735,3000	26,48229
735,4000	26,39010
735,5000	26,52842
735,6000	26,39010
735,7000	26,48229
735,8000	26,39010
735,9000	26,48229
736,0000	26,39010
736,1000	26,39010
736,2000	26,39010
736,3000	26,43618
736,4000	26,39010
736,5000	26,43618
736,6000	26,39010
736,7000	26,48229
736,8000	26,39010
736,9000	26,48229
737,0000	26,39010
737,1000	26,48229
737,2000	26,39010
737,3000	26,48229
737,4000	26,39010
737,5000	26,43618
737,6000	26,39010
737,7000	26,43618
737,8000	26,39010
737,9000	26,39010
738,0000	26,39010
738,1000	26,43618
738,2000	26,39010
738,3000	26,48229
738,4000	26,39010
738,5000	26,48229
738,6000	26,39010
738,7000	26,48229
738,8000	26,39010
738,9000	26,43618
739,0000	26,39010
739,1000	26,48229
739,2000	26,39010
739,3000	26,48229
739,4000	26,39010
739,5000	26,43618
739,6000	26,39010
739,7000	26,48229
739,8000	26,39010
739,9000	26,48229
740,0000	26,39010
740,1000	26,48229
740,2000	26,39010
740,3000	26,48229
740,4000	26,39010
740,5000	26,39010
740,6000	26,39010
740,7000	26,43618
740,8000	26,39010
740,9000	26,43618
741,0000	26,39010
741,1000	26,39010
741,2000	26,39010
741,3000	26,39010
741,4000	26,39010
741,5000	26,48229
741,6000	26,39010
741,7000	26,43618
741,8000	26,39010
741,9000	26,39010
742,0000	26,39010
742,1000	26,43618
742,2000	26,39010
742,3000	26,48229
742,4000	26,39010
742,5000	26,43618
742,6000	26,39010
742,7000	26,39010
742,8000	26,39010
742,9000	26,43618
743,0000	26,39010
743,1000	26,43618
743,2000	26,39010
743,3000	26,43618
743,4000	26,39010
743,5000	26,39010
743,6000	26,39010
743,7000	26,48229
743,8000	26,39010
743,9000	26,48229
744,0000	26,39010
744,1000	26,39010
744,2000	26,39010
744,3000	26,39010
744,4000	26,39010
744,5000	26,43618
744,6000	26,39010
744,7000	26,39010
744,8000	26,39010
744,9000	26,48229
745,0000	26,39010
745,1000	26,43618
745,2000	26,39010
745,3000	26,43618
745,4000	26,39010
745,5000	26,39010
745,6000	26,39010
745,7000	26,48229
745,8000	26,39010
745,9000	26,43618
746,0000	26,39010
746,1000	26,39010
746,2000	26,39010
746,3000	26,48229
746,4000	26,39010
746,5000	26,48229
746,6000	26,39010
746,7000	26,39010
746,8000	26,39010
746,9000	26,43618
747,0000	26,39010
747,1000	26,39010
747,2000	26,39010
747,3000	26,48229
747,4000	26,39010
747,5000	26,48229
747,6000	26,39010
747,7000	26,48229
747,8000	26,39010
747,9000	26,48229
748,0000	26,39010
748,1000	26,48229
748,2000	26,39010
748,3000	26,43618
748,4000	26,39010
748,5000	26,39010
748,6000	26,39010
748,7000	26,48229
748,8000	26,39010
748,9000	26,43618
749,0000	26,39010
749,1000	26,48229
749,2000	26,39010
749,3000	26,43618
749,4000	26,39010
749,5000	26,48229
749,6000	26,39010
749,7000	26,39010
749,8000	26,39010
749,9000	26,48229
750,0000	26,39010
750,1000	26,48229
750,2000	26,39010
750,3000	26,43618
750,4000	26,39010
750,5000	26,48229
750,6000	26,39010
750,7000	26,43618
750,8000	26,39010
750,9000	26,43618
751,0000	26,39010
751,1000	26,48229
751,2000	26,39010
751,3000	26,48229
751,4000	26,39010
751,5000	26,43618
751,6000	26,39010
751,7000	26,39010
751,8000	26,39010
751,9000	26,43618
752,0000	26,39010
752,1000	26,48229
752,2000	26,39010
752,3000	26,43618
752,4000	26,39010
752,5000	26,48229
752,6000	26,39010
752,7000	26,48229
752,8000	26,39010
752,9000	26,43618
753,0000	26,39010
753,1000	26,43618
753,2000	26,39010
753,3000	26,43618
753,4000	26,39010
753,5000	26,43618
753,6000	26,39010
753,7000	26,48229
753,8000	26,39010
753,9000	26,48229
754,0000	26,39010
754,1000	26,48229
754,2000	26,39010
754,3000	26,48229
754,4000	26,39010
754,5000	26,43618
754,6000	26,39010
754,7000	26,39010
754,8000	26,39010
754,9000	26,43618
755,0000	26,39010
755,1000	26,48229
755,2000	26,39010
755,3000	26,39010
755,4000	26,39010
755,5000	26,43618
755,6000	26,39010
755,7000	26,48229
755,8000	26,39010
755,9000	26,43618
756,0000	26,39010
756,1000	26,48229
756,2000	26,39010
756,3000	26,39010
756,4000	26,39010
756,5000	26,48229
756,6000	26,39010
756,7000	26,39010
756,8000	26,39010
756,9000	26,48229
757,0000	26,39010
757,1000	26,48229
757,2000	26,39010
757,3000	26,39010
757,4000	26,39010
757,5000	26,43618
757,6000	26,39010
757,7000	26,48229
757,8000	26,39010
757,9000	26,48229
758,0000	26,39010
758,1000	26,43618
758,2000	26,39010
758,3000	26,48229
758,4000	26,39010
758,5000	26,43618
758,6000	26,39010
758,7000	26,43618
758,8000	26,39010
758,9000	26,48229
759,0000	26,39010
759,1000	26,43618
759,2000	26,39010
759,3000	26,43618
759,4000	26,39010
759,5000	26,43618
759,6000	26,39010
759,7000	26,43618
759,8000	26,39010
759,9000	26,39010
760,0000	26,39010
760,1000	26,48229
760,2000	26,39010
760,3000	26,48229
760,4000	26,39010
760,5000	26,48229
760,6000	26,39010
760,7000	26,43618
760,8000	26,48229
760,9000	26,48229
761,0000	26,39010
761,1000	26,48229
761,2000	26,39010
761,3000	26,43618
761,4000	26,39010
761,5000	26,48229
761,6000	26,39010
761,7000	26,48229
761,8000	26,39010
761,9000	26,48229
762,0000	26,39010
762,1000	26,48229
762,2000	26,39010
762,3000	26,48229
762,4000	26,39010
762,5000	26,48229
762,6000	26,39010
762,7000	26,43618
762,8000	26,39010
762,9000	26,48229
763,0000	26,39010
763,1000	26,48229
763,2000	26,39010
763,3000	26,48229
763,4000	26,39010
763,5000	26,48229
763,6000	26,39010
763,7000	26,48229
763,8000	26,39010
763,9000	26,48229
764,0000	26,39010
764,1000	26,48229
764,2000	26,39010
764,3000	26,39010
764,4000	26,39010
764,5000	26,48229
764,6000	26,39010
764,7000	26,48229
764,8000	26,39010
764,9000	26,48229
765,0000	26,48229
765,1000	26,39010
765,2000	26,39010
765,3000	26,48229
765,4000	26,39010
765,5000	26,43618
765,6000	26,39010
765,7000	26,48229
765,8000	26,39010
765,9000	26,39010
766,0000	26,39010
766,1000	26,48229
766,2000	26,39010
766,3000	26,48229
766,4000	26,39010
766,5000	26,48229
766,6000	26,39010
766,7000	26,43618
766,8000	26,39010
766,9000	26,48229
767,0000	26,39010
767,1000	26,43618
767,2000	26,39010
767,3000	26,48229
767,4000	26,48229
767,5000	26,43618
767,6000	26,39010
767,7000	26,39010
767,8000	26,39010
767,9000	26,48229
768,0000	26,39010
768,1000	26,39010
768,2000	26,39010
768,3000	26,48229
768,4000	26,39010
768,5000	26,48229
768,6000	26,39010
768,7000	26,43618
768,8000	26,39010
768,9000	26,48229
769,0000	26,39010
769,1000	26,48229
769,2000	26,39010
769,3000	26,48229
769,4000	26,39010
769,5000	26,43618
769,6000	26,39010
769,7000	26,48229
769,8000	26,39010
769,9000	26,43618
770,0000	26,39010
770,1000	26,43618
770,2000	26,39010
770,3000	26,48229
770,4000	26,39010
770,5000	26,48229
770,6000	26,39010
770,7000	26,48229
770,8000	26,39010
770,9000	26,48229
771,0000	26,39010
771,1000	26,43618
771,2000	26,39010
771,3000	26,39010
771,4000	26,39010
771,5000	26,48229
771,6000	26,39010
771,7000	26,48229
771,8000	26,39010
771,9000	26,48229
772,0000	26,39010
772,1000	26,48229
772,2000	26,39010
772,3000	26,48229
772,4000	26,39010
772,5000	26,48229
772,6000	26,39010
772,7000	26,48229
772,8000	26,39010
772,9000	26,48229
773,0000	26,39010
773,1000	26,48229
773,2000	26,39010
773,3000	26,48229
773,4000	26,39010
773,5000	26,48229
773,6000	26,39010
773,7000	26,43618
773,8000	26,39010
773,9000	26,39010
774,0000	26,48229
774,1000	26,39010
774,2000	26,39010
774,3000	26,43618
774,4000	26,48229
774,5000	26,48229
774,6000	26,39010
774,7000	26,48229
774,8000	26,39010
774,9000	26,43618
775,0000	26,39010
775,1000	26,48229
775,2000	26,39010
775,3000	26,39010
775,4000	26,39010
775,5000	26,43618
775,6000	26,48229
775,7000	26,48229
775,8000	26,39010
775,9000	26,48229
776,0000	26,39010
776,1000	26,48229
776,2000	26,39010
776,3000	26,48229
776,4000	26,39010
776,5000	26,48229
776,6000	26,48229
776,7000	26,48229
776,8000	26,39010
776,9000	26,48229
777,0000	26,48229
777,1000	26,48229
777,2000	26,39010
777,3000	26,48229
777,4000	26,39010
777,5000	26,48229
777,6000	26,39010
777,7000	26,48229
777,8000	26,39010
777,9000	26,52842
778,0000	26,39010
778,1000	26,43618
778,2000	26,39010
778,3000	26,48229
778,4000	26,39010
778,5000	26,43618
778,6000	26,39010
778,7000	26,48229
778,8000	26,39010
778,9000	26,48229
779,0000	26,39010
779,1000	26,48229
779,2000	26,39010
779,3000	26,48229
779,4000	26,48229
779,5000	26,48229
779,6000	26,39010
779,7000	26,48229
779,8000	26,39010
779,9000	26,48229
